wrangled_loan_table_unscaled
Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0,0,0,1,0,2435.0,2435.0,75.0,360.0,1.0,2,0
0,0,0,0,0,3691.0,3691.0,110.0,360.0,1.0,1,1
1,0,0,0,1,17263.0,17263.0,225.0,360.0,1.0,0,1
0,1,0,1,0,3597.0,3597.0,119.0,360.0,0.0,1,0
1,1,1,1,0,3326.0,3326.0,105.0,84.0,1.0,0,1
0,1,0,0,0,2600.0,2600.0,107.0,360.0,1.0,1,1
0,1,1,1,1,2895.0,2895.0,95.0,360.0,1.0,0,1
0,0,0,1,0,6283.0,6283.0,209.0,360.0,0.0,1,0
1,0,0,1,0,645.0,645.0,113.0,480.0,1.0,1,1
1,0,0,1,0,3159.0,3159.0,100.0,360.0,1.0,0,1
0,1,2,1,0,4865.0,4865.0,208.0,360.0,1.0,0,1
0,1,0,0,0,3814.0,3814.0,124.0,300.0,1.0,0,1
0,1,2,1,0,3510.0,3510.0,243.0,360.0,1.0,1,1
0,1,0,1,1,2479.0,2479.0,188.0,360.0,1.0,2,1
1,0,1,1,0,13262.0,13262.0,40.0,360.0,1.0,2,1
0,0,0,0,0,3598.0,3598.0,100.0,360.0,1.0,1,0
0,1,1,1,0,6065.0,6065.0,250.0,360.0,1.0,0,1
0,1,2,1,0,3283.0,3283.0,148.0,360.0,1.0,2,1
0,1,0,1,0,2130.0,2130.0,70.0,180.0,1.0,0,0
0,0,0,1,0,5815.0,5815.0,311.0,360.0,1.0,1,0
0,1,3,1,0,3466.0,3466.0,150.0,360.0,1.0,1,1
1,1,2,1,0,2031.0,2031.0,113.0,480.0,1.0,0,1
0,0,0,1,0,4683.0,4683.0,185.0,360.0,1.0,0,0
1,0,0,0,0,3400.0,3400.0,95.0,360.0,1.0,1,0
0,1,2,0,0,2192.0,2192.0,45.0,360.0,1.0,0,1
0,0,0,1,0,2500.0,2500.0,55.0,360.0,1.0,0,1
0,1,3,1,1,5677.0,5677.0,100.0,360.0,1.0,1,1
0,1,2,1,1,7948.0,7948.0,386.00819012222600,360.0,1.0,1,1
0,1,2,1,1,17500.0,17500.0,386.00819012222600,360.0,1.0,1,1
0,1,0,1,0,3775.0,3775.0,110.0,360.0,1.0,0,1
0,1,1,0,0,5285.0,5285.0,161.0,360.0,0.0,0,1
0,0,1,0,0,2679.0,2679.0,94.0,360.0,1.0,0,1
0,0,0,0,0,6783.0,6783.0,130.0,360.0,1.0,0,1
0,1,3,1,0,4281.0,4281.0,100.0,360.0,1.0,2,1
0,0,2,1,0,3588.0,3588.0,110.0,360.0,0.0,1,0
1,0,0,0,1,18165.0,18165.0,125.0,360.0,1.0,2,1
0,1,0,1,0,6133.0,6133.0,324.0,360.0,1.0,2,1
0,0,2,1,0,3617.0,3617.0,107.0,360.0,1.0,0,1
0,1,0,0,0,2917.0,2917.0,66.0,360.0,1.0,1,0
0,1,3,1,0,6417.0,6417.0,157.0,180.0,1.0,1,1
1,1,1,1,0,4608.0,4608.0,140.0,180.0,1.0,0,1
1,0,0,1,0,2138.0,2138.0,99.0,360.0,0.0,0,0
0,1,1,0,0,2239.0,2239.0,128.0,360.0,1.0,2,1
0,1,0,1,0,2768.0,2768.0,155.0,360.0,1.0,1,1
0,0,0,0,0,3358.0,3358.0,80.0,36.0,1.0,0,0
0,0,0,1,0,2526.0,2526.0,145.0,360.0,1.0,1,1
1,0,0,1,0,5000.0,5000.0,103.0,360.0,0.0,0,0
0,1,0,1,0,2785.0,2785.0,110.0,360.0,1.0,1,1
0,1,1,1,0,3333.0,3333.0,158.0,360.0,1.0,2,1
0,1,0,0,0,2454.0,2454.0,181.0,360.0,0.0,2,0
0,1,0,1,0,3593.0,3593.0,132.0,180.0,0.0,1,0
0,1,1,1,0,5468.0,5468.0,26.0,360.0,1.0,0,1
0,1,3,1,1,10139.0,10139.0,260.0,360.0,1.0,0,1
0,1,0,1,0,3887.0,3887.0,162.0,360.0,1.0,0,1
1,1,0,1,0,4180.0,4180.0,182.0,360.0,1.0,0,1
0,1,2,0,0,3675.0,3675.0,108.0,360.0,1.0,0,1
1,1,1,1,1,19484.0,19484.0,386.00819012222600,360.0,1.0,0,1
0,1,0,1,0,5923.0,5923.0,211.0,360.0,1.0,1,1
0,0,0,0,1,5800.0,5800.0,132.0,360.0,1.0,0,1
0,1,2,1,0,8799.0,8799.0,258.0,360.0,0.0,2,0
0,0,0,1,0,3333.0,3333.0,70.0,360.0,1.0,2,1
0,1,3,1,0,3400.0,3400.0,123.0,360.0,0.0,1,0
1,0,0,1,0,2378.0,2378.0,9.0,360.0,1.0,2,0
0,1,0,1,0,3166.0,3166.0,104.0,360.0,0.0,2,0
0,1,1,1,0,3417.0,3417.0,186.0,360.0,1.0,2,1
0,1,2,1,0,16666.0,16666.0,275.0,360.0,1.0,2,1
0,1,2,0,0,6125.0,6125.0,187.0,480.0,1.0,0,0
0,1,3,1,0,6406.0,6406.0,150.0,360.0,1.0,0,0
0,1,2,1,0,3159.0,3159.0,108.0,84.0,1.0,2,1
0,0,0,1,0,3229.0,3229.0,110.0,360.0,1.0,2,1
0,1,1,1,0,1782.0,1782.0,107.0,360.0,1.0,1,1
0,1,2,1,0,6540.0,6540.0,205.0,360.0,1.0,0,1
0,0,0,1,0,1836.0,1836.0,90.0,360.0,1.0,2,0
1,1,0,1,0,3166.0,3166.0,36.0,360.0,1.0,0,1
0,1,1,1,0,2787.0,2787.0,146.0,360.0,0.0,1,0
0,1,1,1,0,4283.0,4283.0,172.0,84.0,1.0,1,0
0,1,0,1,0,2297.0,2297.0,104.0,360.0,1.0,2,1
1,0,0,0,0,2165.0,2165.0,70.0,360.0,1.0,0,1
0,1,2,1,1,2726.0,2726.0,106.0,360.0,0.0,0,0
0,1,0,1,0,3000.0,3000.0,56.0,180.0,1.0,0,1
0,1,2,1,1,6000.0,6000.0,205.0,240.0,1.0,0,0
0,1,0,1,0,3859.0,3859.0,142.0,180.0,1.0,1,1
0,1,0,1,1,16120.0,16120.0,260.0,360.0,1.0,2,1
0,0,0,0,0,3833.0,3833.0,110.0,360.0,1.0,1,1
0,1,2,0,1,6383.0,6383.0,187.0,360.0,1.0,1,0
0,1,0,1,1,9963.0,9963.0,180.0,360.0,1.0,1,1
0,1,2,1,0,5780.0,5780.0,192.0,360.0,1.0,2,1
0,1,3,1,0,5703.0,5703.0,128.0,360.0,1.0,2,1
0,0,0,1,0,3676.0,3676.0,172.0,360.0,1.0,1,1
1,1,1,1,0,12000.0,12000.0,386.00819012222600,360.0,1.0,0,1
0,1,1,1,0,3400.0,3400.0,173.0,360.0,1.0,0,1
0,1,2,0,0,3987.0,3987.0,157.0,360.0,1.0,1,1
0,1,0,1,0,3232.0,3232.0,108.0,360.0,1.0,1,1
1,0,0,1,0,2900.0,2900.0,71.0,360.0,1.0,1,1
0,1,3,1,0,4106.0,4106.0,40.0,180.0,1.0,1,1
0,1,1,1,0,8072.0,8072.0,253.0,360.0,1.0,2,1
0,1,2,1,0,7583.0,7583.0,187.0,360.0,1.0,2,1
1,0,0,1,1,4583.0,4583.0,133.0,360.0,0.0,0,0
